,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
10,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2011,213 km2,4311.45 ha,20.2 %,13 Broj,127 Broj,8920 Broj,27048 Broj,13507 Broj,13541 Broj,1 Odnos,1 Odnos,1843 Broj,6.8 %,2126 Broj,7.9 %,1138 Broj,4.2 %,22227 Broj,82.2 %,4656 Broj,17.2 %,18158 Broj,67.1 %,5501 Broj,20.3 %,4921 Broj,18.2 %,42.86 Broj,134.6 Indeks,246 Broj,9.09 ‰,388 Broj,14.34 ‰,2 Broj,8.1 ‰,-142 Broj,-5.25 ‰,63.4 Indeks,1.55 Koeficijent,71.5 Broj,76.6 Broj,49 Broj,21.9 Broj,27.1 Broj,118 Broj,13 Broj,9.1 Broj,327 Broj,0 km,0 km,5852 Broj,216 Broj,0 Broj,0 %,0 Broj,0 %,12 Broj,0.4 Broj,65.6 %,18.2 %
11,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2012,213 km2,4311.45 ha,20.2 %,13 Broj,127 Broj,8920 Broj,27125 Broj,13554 Broj,13571 Broj,1 Odnos,1 Odnos,1816 Broj,6.7 %,2127 Broj,7.8 %,1130 Broj,4.2 %,22344 Broj,82.4 %,4613 Broj,17 %,18128 Broj,66.8 %,5502 Broj,20.3 %,5054 Broj,18.6 %,43.1 Broj,139.7 Indeks,219 Broj,8.07 ‰,352 Broj,12.98 ‰,3 Broj,13.7 ‰,-133 Broj,-4.9 ‰,62.22 Indeks,1.37 Koeficijent,73 Broj,77.6 Broj,49.6 Broj,21.8 Broj,27.9 Broj,128 Broj,6 Broj,21.3 Broj,102 Broj,0 km,0 km,6145 Broj,227 Broj,0 Broj,0 %,0 Broj,0 %,42 Broj,1.5 Broj,61.6 %,33.3 %
12,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2013,213 km2,4311.45 ha,20.2 %,13 Broj,127 Broj,8920 Broj,27084 Broj,13544 Broj,13540 Broj,1 Odnos,1 Odnos,1779 Broj,6.6 %,2109 Broj,7.8 %,1123 Broj,4.1 %,22368 Broj,82.6 %,4554 Broj,16.8 %,17976 Broj,66.4 %,5465 Broj,20.2 %,5220 Broj,19.3 %,43.38 Broj,146.2 Indeks,246 Broj,9.08 ‰,364 Broj,13.44 ‰,2 Broj,8.1 ‰,-118 Broj,-4.36 ‰,67.58 Indeks,1.57 Koeficijent,72.4 Broj,77.3 Broj,50.7 Broj,21.6 Broj,29 Broj,105 Broj,3 Broj,35 Broj,66 Broj,0 km,0 km,6402 Broj,236 Broj,0 Broj,0 %,0 Broj,0 %,7 Broj,0.3 Broj,61.6 %,33.3 %
13,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2014,213 km2,8455.27 ha,39.7 %,13 Broj,127 Broj,8920 Broj,27031 Broj,13519 Broj,13512 Broj,1 Odnos,1 Odnos,1753 Broj,6.5 %,2110 Broj,7.8 %,1091 Broj,4 %,22348 Broj,82.7 %,4473 Broj,16.5 %,17732 Broj,65.6 %,5441 Broj,20.1 %,5436 Broj,20.1 %,43.63 Broj,152.2 Indeks,245 Broj,9.06 ‰,397 Broj,14.69 ‰,1 Broj,4.1 ‰,-152 Broj,-5.62 ‰,61.71 Indeks,1.55 Koeficijent,72.1 Broj,77.3 Broj,52.4 Broj,21.8 Broj,30.7 Broj,136 Broj,1 Broj,136 Broj,97 Broj,0 km,0 km,6545 Broj,242 Broj,0 Broj,0 %,0 Broj,0 %,2 Broj,0.1 Broj,61.6 %,33.3 %
14,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2015,213 km2,8455.27 ha,39.7 %,13 Broj,127 Broj,8920 Broj,27013 Broj,13512 Broj,13501 Broj,1 Odnos,1 Odnos,1749 Broj,6.5 %,2124 Broj,7.9 %,1061 Broj,3.9 %,22353 Broj,82.7 %,4375 Broj,16.2 %,17459 Broj,64.6 %,5427 Broj,20.1 %,5681 Broj,21 %,43.84 Broj,156.9 Indeks,234 Broj,8.66 ‰,408 Broj,15.1 ‰,2 Broj,8.5 ‰,-174 Broj,-6.44 ‰,57.35 Indeks,1.52 Koeficijent,71.9 Broj,77.3 Broj,54.7 Broj,22.2 Broj,32.5 Broj,119 Broj,12 Broj,9.9 Broj,194 Broj,0 km,0 km,6710 Broj,248 Broj,0 Broj,0 %,0 Broj,0 %,25 Broj,0.9 Broj,61.6 %,33.3 %
15,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2016,213 km2,8455.27 ha,39.7 %,13 Broj,127 Broj,8920 Broj,27024 Broj,13519 Broj,13505 Broj,1 Odnos,1 Odnos,1746 Broj,6.5 %,2138 Broj,7.9 %,1038 Broj,3.8 %,22392 Broj,82.9 %,4285 Broj,15.9 %,17236 Broj,63.8 %,5406 Broj,20 %,5904 Broj,21.8 %,44.03 Broj,159.8 Indeks,242 Broj,8.96 ‰,373 Broj,13.8 ‰,0 Broj,0 ‰,-131 Broj,-4.85 ‰,64.88 Indeks,1.58 Koeficijent,72.2 Broj,78.2 Broj,56.8 Broj,22.5 Broj,34.3 Broj,135 Broj,13 Broj,10.4 Broj,133 Broj,0 km,0 km,6988 Broj,259 Broj,0 Broj,0 %,0 Broj,0 %,26 Broj,1 Broj,59.2 %,27.3 %
16,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2017,213 km2,8464.66 ha,39.7 %,13 Broj,127 Broj,8920 Broj,26964 Broj,13498 Broj,13466 Broj,1 Odnos,1 Odnos,1709 Broj,6.3 %,2135 Broj,7.9 %,1028 Broj,3.8 %,22357 Broj,82.9 %,4224 Broj,15.7 %,17034 Broj,63.2 %,5393 Broj,20 %,6086 Broj,22.6 %,44.21 Broj,162.3 Indeks,227 Broj,8.42 ‰,442 Broj,16.39 ‰,1 Broj,4.4 ‰,-215 Broj,-7.97 ‰,51.36 Indeks,1.51 Koeficijent,72.5 Broj,78.1 Broj,58.3 Broj,22.6 Broj,35.7 Broj,114 Broj,10 Broj,11.4 Broj,93 Broj,0 km,0 km,7226 Broj,268 Broj,0 Broj,0 %,0 Broj,0 %,6 Broj,0.2 Broj,59.2 %,27.3 %
17,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2018,213 km2,8464.66 ha,39.7 %,13 Broj,126 Broj,8920 Broj,26855 Broj,13452 Broj,13403 Broj,1 Odnos,1 Odnos,1654 Broj,6.2 %,2110 Broj,7.9 %,1047 Broj,3.9 %,22281 Broj,83 %,4198 Broj,15.6 %,16807 Broj,62.6 %,5381 Broj,20 %,6284 Broj,23.4 %,44.45 Broj,166.2 Indeks,211 Broj,7.86 ‰,371 Broj,13.81 ‰,0 Broj,0 ‰,-160 Broj,-5.96 ‰,56.87 Indeks,1.39 Koeficijent,73.4 Broj,78.8 Broj,59.8 Broj,22.4 Broj,37.4 Broj,141 Broj,42 Broj,3.4 Broj,65 Broj,0 km,0 km,7313 Broj,272 Broj,0 Broj,0 %,0 Broj,0 %,36 Broj,1.3 Broj,59.2 %,27.3 %
18,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2019,213 km2,8464.66 ha,39.7 %,13 Broj,126 Broj,8920 Broj,26798 Broj,13427 Broj,13371 Broj,1 Odnos,1 Odnos,1647 Broj,6.1 %,2082 Broj,7.8 %,1069 Broj,4 %,22244 Broj,83 %,4180 Broj,15.6 %,16570 Broj,61.8 %,5343 Broj,19.9 %,6499 Broj,24.3 %,44.7 Broj,168.5 Indeks,240 Broj,8.96 ‰,394 Broj,14.7 ‰,0 Broj,0 ‰,-154 Broj,-5.75 ‰,60.91 Indeks,1.61 Koeficijent,74.1 Broj,78.4 Broj,61.7 Broj,22.5 Broj,39.2 Broj,129 Broj,60 Broj,2.2 Broj,134 Broj,0 km,0 km,7767 Broj,290 Broj,0 Broj,0 %,0 Broj,0 %,53 Broj,2 Broj,59.2 %,27.3 %
19,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Beograd-Barajevo,Beogradska oblast (Grad Beograd),2020,213 km2,8465.01 ha,39.7 %,13 Broj,125 Broj,8920 Broj,26716 Broj,13372 Broj,13344 Broj,1 Odnos,1 Odnos,1632 Broj,6.1 %,2058 Broj,7.7 %,1094 Broj,4.1 %,22214 Broj,83.1 %,4182 Broj,15.7 %,16364 Broj,61.3 %,5301 Broj,19.8 %,6662 Broj,24.9 %,44.81 Broj,169 Indeks,190 Broj,7.11 ‰,467 Broj,17.48 ‰,0 Broj,0 ‰,-277 Broj,-10.37 ‰,40.69 Indeks,1.31 Koeficijent,73.4 Broj,78.7 Broj,63.3 Broj,22.5 Broj,40.7 Broj,74 Broj,40 Broj,1.9 Broj,133 Broj,0 km,0 km,8105 Broj,303 Broj,0 Broj,0 %,0 Broj,0 %,31 Broj,1.2 Broj,48.2 %,36.4 %
20,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2011,157 km2,2202.82 ha,14 %,7 Broj,1154 Broj,65440 Broj,181186 Broj,85858 Broj,95328 Broj,0.9 Odnos,1.11 Odnos,12592 Broj,6.9 %,13827 Broj,7.6 %,7488 Broj,4.1 %,149180 Broj,82.3 %,34216 Broj,18.9 %,127048 Broj,70.1 %,44702 Broj,24.7 %,27719 Broj,15.3 %,41.04 Broj,113.1 Indeks,1970 Broj,10.87 ‰,2037 Broj,11.24 ‰,9 Broj,4.6 ‰,-67 Broj,-0.37 ‰,96.71 Indeks,1.41 Koeficijent,73.1 Broj,77.8 Broj,42.6 Broj,20.8 Broj,21.8 Broj,1013 Broj,238 Broj,4.3 Broj,55 Broj,0 km,0 km,9539 Broj,53 Broj,0 Broj,0 %,0 Broj,0 %,482 Broj,2.7 Broj,58.7 %,35.6 %
21,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2012,157 km2,2202.82 ha,14 %,7 Broj,1153 Broj,65440 Broj,180999 Broj,85594 Broj,95405 Broj,0.9 Odnos,1.11 Odnos,12716 Broj,7 %,13705 Broj,7.6 %,7366 Broj,4.1 %,149115 Broj,82.4 %,33431 Broj,18.5 %,126225 Broj,69.7 %,44367 Broj,24.5 %,28353 Broj,15.7 %,41.24 Broj,116.5 Indeks,1937 Broj,10.7 ‰,2034 Broj,11.24 ‰,7 Broj,3.6 ‰,-97 Broj,-0.54 ‰,95.23 Indeks,1.39 Koeficijent,73.5 Broj,78.6 Broj,43.4 Broj,20.9 Broj,22.5 Broj,933 Broj,202 Broj,4.6 Broj,-265 Broj,0 km,0 km,9952 Broj,55 Broj,0 Broj,0 %,0 Broj,0 %,236 Broj,1.3 Broj,52.4 %,46.7 %
22,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Beograd-Čukarica,Beogradska oblast (Grad Beograd),2013,157 km2,2202.82 ha,14 %,7 Broj,1151 Broj,65440 Broj,180725 Broj,85316 Broj,95409 Broj,0.89 Odnos,1.12 Odnos,12796 Broj,7.1 %,13647 Broj,7.6 %,7161 Broj,4 %,148993 Broj,82.4 %,32568 Broj,18 %,125033 Broj,69.2 %,44075 Broj,24.4 %,29249 Broj,16.2 %,41.44 Broj,120.3 Indeks,1869 Broj,10.34 ‰,1976 Broj,10.93 ‰,7 Broj,3.7 ‰,-107 Broj,-0.59 ‰,94.59 Indeks,1.37 Koeficijent,73.9 Broj,78.5 Broj,44.5 Broj,21.1 Broj,23.4 Broj,990 Broj,122 Broj,8.1 Broj,-80 Broj,0 km,0 km,10374 Broj,57 Broj,0 Broj,0 %,0 Broj,0 %,493 Broj,2.7 Broj,52.4 %,46.7 %
