,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
10,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2011,529 km2,19333.77 ha,36.5 %,53 Broj,23 Broj,5078 Broj,12352 Broj,6277 Broj,6075 Broj,1.03 Odnos,0.97 Odnos,538 Broj,4.4 %,687 Broj,5.6 %,435 Broj,3.5 %,10797 Broj,87.4 %,1762 Broj,14.3 %,7425 Broj,60.1 %,2065 Broj,16.7 %,3702 Broj,30 %,49.51 Broj,269.4 Indeks,73 Broj,5.91 ‰,354 Broj,28.66 ‰,0 Broj,0 ‰,-281 Broj,-22.75 ‰,20.62 Indeks,1.29 Koeficijent,72 Broj,77.6 Broj,66.4 Broj,16.5 Broj,49.9 Broj,49 Broj,11 Broj,4.5 Broj,-66 Broj,243.49 km,0.5 km,1939 Broj,157 Broj,3800 Broj,74.8 %,1653 Broj,32.6 %,3 Broj,0.2 Broj,71.2 %,18.9 %
11,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2012,529 km2,19333.77 ha,36.5 %,53 Broj,23 Broj,5078 Broj,12026 Broj,6134 Broj,5892 Broj,1.04 Odnos,0.96 Odnos,514 Broj,4.3 %,674 Broj,5.6 %,424 Broj,3.5 %,10522 Broj,87.5 %,1698 Broj,14.1 %,7282 Broj,60.6 %,1991 Broj,16.6 %,3556 Broj,29.6 %,49.53 Broj,269.5 Indeks,71 Broj,5.9 ‰,310 Broj,25.78 ‰,1 Broj,14.1 ‰,-239 Broj,-19.87 ‰,22.9 Indeks,1.31 Koeficijent,71.1 Broj,77.5 Broj,65.1 Broj,16.3 Broj,48.8 Broj,35 Broj,5 Broj,7 Broj,-68 Broj,275.89 km,0.5 km,2002 Broj,166 Broj,3800 Broj,74.8 %,2029 Broj,40 %,2 Broj,0.2 Broj,75.6 %,21.6 %
12,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2013,529 km2,19333.77 ha,36.5 %,53 Broj,22 Broj,5078 Broj,11733 Broj,5994 Broj,5739 Broj,1.04 Odnos,0.96 Odnos,486 Broj,4.1 %,666 Broj,5.7 %,408 Broj,3.5 %,10283 Broj,87.6 %,1647 Broj,14 %,7104 Broj,60.5 %,1931 Broj,16.5 %,3477 Broj,29.6 %,49.57 Broj,271.9 Indeks,67 Broj,5.71 ‰,297 Broj,25.31 ‰,0 Broj,0 ‰,-230 Broj,-19.6 ‰,22.56 Indeks,1.26 Koeficijent,71.5 Broj,76.1 Broj,65.2 Broj,16.2 Broj,48.9 Broj,33 Broj,19 Broj,1.7 Broj,-47 Broj,199.3 km,0.4 km,2058 Broj,175 Broj,3828 Broj,75.4 %,2029 Broj,40 %,1 Broj,0.1 Broj,75.6 %,21.6 %
13,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2014,529 km2,19686.78 ha,37.2 %,53 Broj,22 Broj,5078 Broj,11478 Broj,5852 Broj,5626 Broj,1.04 Odnos,0.96 Odnos,487 Broj,4.2 %,655 Broj,5.7 %,387 Broj,3.4 %,10055 Broj,87.6 %,1598 Broj,13.9 %,6917 Broj,60.3 %,1880 Broj,16.4 %,3419 Broj,29.8 %,49.55 Broj,271.9 Indeks,98 Broj,8.54 ‰,288 Broj,25.09 ‰,1 Broj,10.2 ‰,-190 Broj,-16.55 ‰,34.03 Indeks,1.9 Koeficijent,71.6 Broj,76.6 Broj,65.9 Broj,16.5 Broj,49.4 Broj,45 Broj,8 Broj,5.6 Broj,-45 Broj,224.42 km,0.4 km,2056 Broj,179 Broj,3828 Broj,75.4 %,2125 Broj,41.8 %,0 Broj,0 Broj,75.6 %,21.6 %
14,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2015,529 km2,19686.78 ha,37.2 %,53 Broj,21 Broj,5078 Broj,11210 Broj,5737 Broj,5473 Broj,1.05 Odnos,0.95 Odnos,493 Broj,4.4 %,640 Broj,5.7 %,365 Broj,3.3 %,9808 Broj,87.5 %,1539 Broj,13.7 %,6710 Broj,59.9 %,1829 Broj,16.3 %,3367 Broj,30 %,49.51 Broj,273.1 Indeks,66 Broj,5.89 ‰,314 Broj,28.01 ‰,0 Broj,0 ‰,-248 Broj,-22.12 ‰,21.02 Indeks,1.32 Koeficijent,71.6 Broj,76.6 Broj,67.1 Broj,16.9 Broj,50.2 Broj,36 Broj,5 Broj,7.2 Broj,-52 Broj,234.87 km,0.4 km,2091 Broj,187 Broj,4074 Broj,80.2 %,2175 Broj,42.8 %,0 Broj,0 Broj,75.6 %,21.6 %
15,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2016,529 km2,19686.78 ha,37.2 %,53 Broj,21 Broj,5078 Broj,10933 Broj,5621 Broj,5312 Broj,1.06 Odnos,0.95 Odnos,485 Broj,4.4 %,628 Broj,5.7 %,345 Broj,3.2 %,9566 Broj,87.5 %,1482 Broj,13.6 %,6527 Broj,59.7 %,1777 Broj,16.3 %,3293 Broj,30.1 %,49.52 Broj,275.3 Indeks,67 Broj,6.13 ‰,289 Broj,26.43 ‰,0 Broj,0 ‰,-222 Broj,-20.31 ‰,23.18 Indeks,1.38 Koeficijent,71.4 Broj,76.7 Broj,67.5 Broj,17.1 Broj,50.5 Broj,39 Broj,8 Broj,4.9 Broj,-33 Broj,250.21 km,0.5 km,2183 Broj,200 Broj,4082 Broj,80.4 %,2175 Broj,42.8 %,0 Broj,0 Broj,73.7 %,21.7 %
16,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2017,529 km2,19818.77 ha,37.5 %,53 Broj,20 Broj,5078 Broj,10659 Broj,5485 Broj,5174 Broj,1.06 Odnos,0.94 Odnos,478 Broj,4.5 %,617 Broj,5.8 %,329 Broj,3.1 %,9325 Broj,87.5 %,1417 Broj,13.3 %,6353 Broj,59.6 %,1732 Broj,16.2 %,3211 Broj,30.1 %,49.51 Broj,274.4 Indeks,65 Broj,6.1 ‰,300 Broj,28.15 ‰,1 Broj,15.4 ‰,-235 Broj,-22.05 ‰,21.67 Indeks,1.42 Koeficijent,71.8 Broj,76.6 Broj,67.8 Broj,17.2 Broj,50.5 Broj,20 Broj,4 Broj,5 Broj,-58 Broj,253.23 km,0.5 km,2269 Broj,213 Broj,4085 Broj,80.4 %,2175 Broj,42.8 %,1 Broj,0.1 Broj,73.7 %,21.7 %
17,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2018,529 km2,19818.77 ha,37.5 %,53 Broj,20 Broj,5078 Broj,10362 Broj,5346 Broj,5016 Broj,1.07 Odnos,0.94 Odnos,462 Broj,4.5 %,607 Broj,5.9 %,313 Broj,3 %,9068 Broj,87.5 %,1346 Broj,13 %,6153 Broj,59.4 %,1682 Broj,16.2 %,3140 Broj,30.3 %,49.49 Broj,273.7 Indeks,46 Broj,4.44 ‰,293 Broj,28.28 ‰,2 Broj,43.5 ‰,-247 Broj,-23.84 ‰,15.7 Indeks,1 Koeficijent,71.6 Broj,76.1 Broj,68.4 Broj,17.4 Broj,51 Broj,20 Broj,13 Broj,1.5 Broj,-53 Broj,253.23 km,0.5 km,2192 Broj,212 Broj,4085 Broj,80.4 %,2205 Broj,43.4 %,2 Broj,0.2 Broj,73.7 %,21.7 %
18,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2019,529 km2,19818.77 ha,37.5 %,53 Broj,19 Broj,5078 Broj,10069 Broj,5212 Broj,4857 Broj,1.07 Odnos,0.93 Odnos,445 Broj,4.4 %,591 Broj,5.9 %,304 Broj,3 %,8808 Broj,87.5 %,1287 Broj,12.8 %,5955 Broj,59.1 %,1637 Broj,16.3 %,3078 Broj,30.6 %,49.54 Broj,274.4 Indeks,61 Broj,6.06 ‰,268 Broj,26.62 ‰,0 Broj,0 ‰,-207 Broj,-20.56 ‰,22.76 Indeks,1.4 Koeficijent,72.2 Broj,74.4 Broj,69.1 Broj,17.4 Broj,51.7 Broj,26 Broj,17 Broj,1.5 Broj,-79 Broj,250.23 km,0.5 km,2303 Broj,229 Broj,4085 Broj,80.4 %,2205 Broj,43.4 %,1 Broj,0.1 Broj,73.7 %,21.7 %
19,Babusnica,Pirotska oblast,Babušnica,Pirotska oblast,2020,529 km2,20490.1 ha,38.7 %,53 Broj,19 Broj,5078 Broj,9789 Broj,5079 Broj,4710 Broj,1.08 Odnos,0.93 Odnos,430 Broj,4.4 %,561 Broj,5.7 %,314 Broj,3.2 %,8556 Broj,87.4 %,1254 Broj,12.8 %,5771 Broj,59 %,1599 Broj,16.3 %,3027 Broj,30.9 %,49.48 Broj,276 Indeks,42 Broj,4.29 ‰,278 Broj,28.4 ‰,1 Broj,23.8 ‰,-236 Broj,-24.11 ‰,15.11 Indeks,1.05 Koeficijent,71.4 Broj,74.7 Broj,69.6 Broj,17.2 Broj,52.5 Broj,18 Broj,7 Broj,2.6 Broj,-37 Broj,250.23 km,0.5 km,2402 Broj,245 Broj,4085 Broj,80.4 %,2205 Broj,43.4 %,0 Broj,0 Broj,77.8 %,30.4 %
20,Bela Palanka,Pirotska oblast,Bela Palanka,Pirotska oblast,2011,517 km2,14857.21 ha,28.7 %,46 Broj,23 Broj,4697 Broj,12132 Broj,6270 Broj,5862 Broj,1.07 Odnos,0.93 Odnos,632 Broj,5.2 %,831 Broj,6.8 %,494 Broj,4.1 %,10302 Broj,84.9 %,2037 Broj,16.8 %,7607 Broj,62.7 %,2232 Broj,18.4 %,3062 Broj,25.2 %,46.31 Broj,186.5 Indeks,89 Broj,7.34 ‰,291 Broj,23.99 ‰,1 Broj,11.2 ‰,-202 Broj,-16.65 ‰,30.58 Indeks,1.46 Koeficijent,69.8 Broj,76.2 Broj,59.5 Broj,19.2 Broj,40.3 Broj,31 Broj,12 Broj,2.6 Broj,-35 Broj,239.45 km,0.5 km,1635 Broj,135 Broj,2550 Broj,54.3 %,2380 Broj,50.7 %,3 Broj,0.2 Broj,79.9 %,13.8 %
21,Bela Palanka,Pirotska oblast,Bela Palanka,Pirotska oblast,2012,517 km2,14857.21 ha,28.7 %,46 Broj,23 Broj,4697 Broj,11909 Broj,6176 Broj,5733 Broj,1.08 Odnos,0.93 Odnos,602 Broj,5.1 %,846 Broj,7.1 %,470 Broj,3.9 %,10117 Broj,85 %,1976 Broj,16.6 %,7504 Broj,63 %,2167 Broj,18.2 %,2957 Broj,24.8 %,46.32 Broj,187 Indeks,77 Broj,6.47 ‰,264 Broj,22.17 ‰,0 Broj,0 ‰,-187 Broj,-15.7 ‰,29.17 Indeks,1.26 Koeficijent,70.3 Broj,76.4 Broj,58.7 Broj,19.3 Broj,39.4 Broj,36 Broj,4 Broj,9 Broj,-22 Broj,239.95 km,0.5 km,1727 Broj,145 Broj,2650 Broj,56.4 %,2380 Broj,50.7 %,7 Broj,0.6 Broj,82.7 %,0 %
22,Bela Palanka,Pirotska oblast,Bela Palanka,Pirotska oblast,2013,517 km2,14857.21 ha,28.7 %,46 Broj,23 Broj,4697 Broj,11726 Broj,6101 Broj,5625 Broj,1.08 Odnos,0.92 Odnos,591 Broj,5 %,841 Broj,7.2 %,445 Broj,3.8 %,9974 Broj,85.1 %,1914 Broj,16.3 %,7373 Broj,62.9 %,2095 Broj,17.9 %,2921 Broj,24.9 %,46.45 Broj,190.3 Indeks,90 Broj,7.68 ‰,222 Broj,18.93 ‰,0 Broj,0 ‰,-132 Broj,-11.26 ‰,40.54 Indeks,1.53 Koeficijent,71.8 Broj,77.6 Broj,59 Broj,19.4 Broj,39.6 Broj,41 Broj,14 Broj,2.9 Broj,-24 Broj,193.65 km,0.4 km,1762 Broj,150 Broj,2650 Broj,56.4 %,2380 Broj,50.7 %,8 Broj,0.7 Broj,82.7 %,0 %
23,Bela Palanka,Pirotska oblast,Bela Palanka,Pirotska oblast,2014,517 km2,25416.8 ha,49.2 %,46 Broj,22 Broj,4697 Broj,11559 Broj,6016 Broj,5543 Broj,1.09 Odnos,0.92 Odnos,598 Broj,5.2 %,831 Broj,7.2 %,421 Broj,3.6 %,9827 Broj,85 %,1860 Broj,16.1 %,7251 Broj,62.7 %,2039 Broj,17.6 %,2879 Broj,24.9 %,46.53 Broj,192.8 Indeks,87 Broj,7.53 ‰,232 Broj,20.07 ‰,1 Broj,11.5 ‰,-145 Broj,-12.54 ‰,37.5 Indeks,1.55 Koeficijent,71.7 Broj,78.3 Broj,59.4 Broj,19.7 Broj,39.7 Broj,64 Broj,7 Broj,9.1 Broj,-32 Broj,235.02 km,0.5 km,1787 Broj,155 Broj,2650 Broj,56.4 %,2380 Broj,50.7 %,9 Broj,0.8 Broj,82.7 %,0 %
