,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
10,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2011,602 km2,2195 ha,3.6 %,10 Broj,34 Broj,6943 Broj,20181 Broj,9960 Broj,10221 Broj,0.97 Odnos,1.03 Odnos,1227 Broj,6.1 %,1623 Broj,8 %,1005 Broj,5 %,16570 Broj,82.1 %,3603 Broj,17.9 %,13323 Broj,66 %,4149 Broj,20.6 %,4008 Broj,19.9 %,43.37 Broj,134.7 Indeks,137 Broj,6.79 ‰,373 Broj,18.48 ‰,1 Broj,7.3 ‰,-236 Broj,-11.69 ‰,36.73 Indeks,1.22 Koeficijent,67.3 Broj,74.6 Broj,51.5 Broj,21.4 Broj,30.1 Broj,77 Broj,7 Broj,11 Broj,-79 Broj,82.59 km,0.1 km,3868 Broj,192 Broj,6696 Broj,96.4 %,2239 Broj,32.2 %,5 Broj,0.2 Broj,60.5 %,17.4 %
11,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2012,602 km2,2195 ha,3.6 %,10 Broj,33 Broj,6943 Broj,19923 Broj,9865 Broj,10058 Broj,0.98 Odnos,1.02 Odnos,1175 Broj,5.9 %,1585 Broj,8 %,989 Broj,5 %,16439 Broj,82.5 %,3562 Broj,17.9 %,13136 Broj,65.9 %,4079 Broj,20.5 %,4027 Broj,20.2 %,43.6 Broj,139.1 Indeks,156 Broj,7.83 ‰,318 Broj,15.96 ‰,0 Broj,0 ‰,-162 Broj,-8.13 ‰,49.06 Indeks,1.42 Koeficijent,68.8 Broj,75.6 Broj,51.7 Broj,21 Broj,30.7 Broj,81 Broj,34 Broj,2.4 Broj,-40 Broj,124.37 km,0.2 km,4080 Broj,205 Broj,6696 Broj,96.4 %,2405 Broj,34.6 %,0 Broj,0 Broj,59.8 %,21.7 %
12,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2013,602 km2,2195 ha,3.6 %,10 Broj,33 Broj,6943 Broj,19678 Broj,9765 Broj,9913 Broj,0.99 Odnos,1.02 Odnos,1153 Broj,5.9 %,1560 Broj,7.9 %,923 Broj,4.7 %,16289 Broj,82.8 %,3481 Broj,17.7 %,12917 Broj,65.6 %,4007 Broj,20.4 %,4048 Broj,20.6 %,43.8 Broj,143.4 Indeks,152 Broj,7.72 ‰,380 Broj,19.31 ‰,0 Broj,0 ‰,-228 Broj,-11.59 ‰,40 Indeks,1.43 Koeficijent,69.1 Broj,76.5 Broj,52.3 Broj,21 Broj,31.3 Broj,69 Broj,28 Broj,2.5 Broj,-60 Broj,51.96 km,0.1 km,4198 Broj,213 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,0 Broj,0 Broj,59.8 %,21.7 %
13,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2014,602 km2,2376.02 ha,3.9 %,10 Broj,32 Broj,6943 Broj,19434 Broj,9638 Broj,9796 Broj,0.98 Odnos,1.02 Odnos,1137 Broj,5.9 %,1525 Broj,7.8 %,882 Broj,4.5 %,16128 Broj,83 %,3423 Broj,17.6 %,12721 Broj,65.5 %,3938 Broj,20.3 %,4051 Broj,20.8 %,43.95 Broj,147.7 Indeks,158 Broj,8.13 ‰,346 Broj,17.8 ‰,4 Broj,25.3 ‰,-188 Broj,-9.67 ‰,45.66 Indeks,1.51 Koeficijent,69.6 Broj,76.2 Broj,52.8 Broj,20.9 Broj,31.8 Broj,77 Broj,21 Broj,3.7 Broj,-12 Broj,51.96 km,0.1 km,4243 Broj,218 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,0 Broj,0 Broj,59.8 %,21.7 %
14,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2015,602 km2,2376.02 ha,3.9 %,10 Broj,32 Broj,6943 Broj,19224 Broj,9554 Broj,9670 Broj,0.99 Odnos,1.01 Odnos,1119 Broj,5.8 %,1502 Broj,7.8 %,844 Broj,4.4 %,15993 Broj,83.2 %,3381 Broj,17.6 %,12527 Broj,65.2 %,3863 Broj,20.1 %,4076 Broj,21.2 %,44.09 Broj,151.5 Indeks,155 Broj,8.06 ‰,328 Broj,17.06 ‰,1 Broj,6.5 ‰,-173 Broj,-9 ‰,47.26 Indeks,1.48 Koeficijent,70.3 Broj,75.7 Broj,53.5 Broj,20.9 Broj,32.5 Broj,91 Broj,28 Broj,3.3 Broj,-47 Broj,51.96 km,0.1 km,4305 Broj,224 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,0 Broj,0 Broj,59.8 %,21.7 %
15,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2016,602 km2,2376.02 ha,3.9 %,10 Broj,32 Broj,6943 Broj,18995 Broj,9476 Broj,9519 Broj,1 Odnos,1 Odnos,1096 Broj,5.8 %,1488 Broj,7.8 %,793 Broj,4.2 %,15821 Broj,83.3 %,3309 Broj,17.4 %,12304 Broj,64.8 %,3772 Broj,19.9 %,4107 Broj,21.6 %,44.26 Broj,156.9 Indeks,142 Broj,7.48 ‰,351 Broj,18.48 ‰,1 Broj,7 ‰,-209 Broj,-11 ‰,40.46 Indeks,1.38 Koeficijent,71.2 Broj,75.3 Broj,54.4 Broj,21 Broj,33.4 Broj,82 Broj,22 Broj,3.7 Broj,-28 Broj,51.96 km,0.1 km,4453 Broj,234 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,3 Broj,0.2 Broj,57.3 %,26.1 %
16,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2017,602 km2,2376.04 ha,3.9 %,10 Broj,31 Broj,6943 Broj,18771 Broj,9384 Broj,9387 Broj,1 Odnos,1 Odnos,1079 Broj,5.7 %,1473 Broj,7.8 %,768 Broj,4.1 %,15655 Broj,83.4 %,3232 Broj,17.2 %,12066 Broj,64.3 %,3691 Broj,19.7 %,4153 Broj,22.1 %,44.44 Broj,161.9 Indeks,174 Broj,9.27 ‰,326 Broj,17.37 ‰,3 Broj,17.2 ‰,-152 Broj,-8.1 ‰,53.37 Indeks,1.73 Koeficijent,71.9 Broj,75.9 Broj,55.6 Broj,21.2 Broj,34.4 Broj,84 Broj,25 Broj,3.4 Broj,-59 Broj,102.44 km,0.2 km,4660 Broj,248 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,20 Broj,1.1 Broj,57.3 %,26.1 %
17,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2018,602 km2,2376.04 ha,3.9 %,10 Broj,31 Broj,6943 Broj,18536 Broj,9275 Broj,9261 Broj,1 Odnos,1 Odnos,1072 Broj,5.8 %,1436 Broj,7.7 %,754 Broj,4.1 %,15467 Broj,83.4 %,3160 Broj,17 %,11826 Broj,63.8 %,3634 Broj,19.6 %,4202 Broj,22.7 %,44.61 Broj,163.7 Indeks,142 Broj,7.66 ‰,335 Broj,18.07 ‰,1 Broj,7 ‰,-193 Broj,-10.41 ‰,42.39 Indeks,1.43 Koeficijent,71.4 Broj,76.4 Broj,56.7 Broj,21.2 Broj,35.5 Broj,97 Broj,29 Broj,3.3 Broj,-67 Broj,102.44 km,0.2 km,4683 Broj,253 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,9 Broj,0.5 Broj,57.3 %,26.1 %
18,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2019,602 km2,2376.04 ha,3.9 %,10 Broj,30 Broj,6943 Broj,18298 Broj,9157 Broj,9141 Broj,1 Odnos,1 Odnos,1080 Broj,5.9 %,1385 Broj,7.6 %,760 Broj,4.2 %,15255 Broj,83.4 %,3085 Broj,16.9 %,11621 Broj,63.5 %,3569 Broj,19.5 %,4212 Broj,23 %,44.7 Broj,164.2 Indeks,166 Broj,9.07 ‰,343 Broj,18.75 ‰,2 Broj,12 ‰,-177 Broj,-9.67 ‰,48.4 Indeks,1.65 Koeficijent,71 Broj,76.8 Broj,57.5 Broj,21.2 Broj,36.2 Broj,90 Broj,37 Broj,2.4 Broj,-39 Broj,88.4 km,0.1 km,4887 Broj,267 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,7 Broj,0.4 Broj,57.3 %,26.1 %
19,Alibunar,Juznobanatska oblast,Alibunar,Južnobanatska oblast,2020,602 km2,2378.45 ha,4 %,10 Broj,30 Broj,6943 Broj,18068 Broj,9046 Broj,9022 Broj,1 Odnos,1 Odnos,1101 Broj,6.1 %,1340 Broj,7.4 %,774 Broj,4.3 %,15033 Broj,83.2 %,3049 Broj,16.9 %,11447 Broj,63.4 %,3508 Broj,19.4 %,4180 Broj,23.1 %,44.58 Broj,163.8 Indeks,146 Broj,8.08 ‰,390 Broj,21.59 ‰,0 Broj,0 ‰,-244 Broj,-13.5 ‰,37.44 Indeks,1.5 Koeficijent,70.8 Broj,76.4 Broj,57.8 Broj,21.3 Broj,36.5 Broj,66 Broj,23 Broj,2.9 Broj,1 Broj,88.4 km,0.1 km,5144 Broj,285 Broj,6922 Broj,99.7 %,2608 Broj,37.6 %,5 Broj,0.3 Broj,57 %,39.1 %
20,Apatin,Zapadnobacka oblast,Apatin,Zapadnobačka oblast,2011,380 km2,4657.16 ha,12.3 %,5 Broj,76 Broj,10772 Broj,28980 Broj,14149 Broj,14831 Broj,0.95 Odnos,1.05 Odnos,1742 Broj,6 %,2127 Broj,7.3 %,1260 Broj,4.3 %,24168 Broj,83.4 %,5102 Broj,17.6 %,19916 Broj,68.7 %,6182 Broj,21.3 %,5195 Broj,17.9 %,43.24 Broj,139.2 Indeks,212 Broj,7.32 ‰,467 Broj,16.11 ‰,1 Broj,4.7 ‰,-255 Broj,-8.8 ‰,45.4 Indeks,1.25 Koeficijent,69.9 Broj,76.5 Broj,45.5 Broj,19.4 Broj,26.1 Broj,131 Broj,55 Broj,2.4 Broj,-126 Broj,65.52 km,0.2 km,5815 Broj,201 Broj,10161 Broj,94.3 %,5500 Broj,51.1 %,31 Broj,1.1 Broj,59 %,20.7 %
21,Apatin,Zapadnobacka oblast,Apatin,Zapadnobačka oblast,2012,380 km2,4657.16 ha,12.3 %,5 Broj,75 Broj,10772 Broj,28627 Broj,13985 Broj,14642 Broj,0.96 Odnos,1.05 Odnos,1676 Broj,5.9 %,2115 Broj,7.4 %,1222 Broj,4.3 %,23932 Broj,83.6 %,4957 Broj,17.3 %,19589 Broj,68.4 %,6042 Broj,21.1 %,5247 Broj,18.3 %,43.48 Broj,143.7 Indeks,208 Broj,7.27 ‰,471 Broj,16.45 ‰,2 Broj,9.6 ‰,-263 Broj,-9.19 ‰,44.16 Indeks,1.24 Koeficijent,70.3 Broj,78 Broj,46.1 Broj,19.4 Broj,26.8 Broj,125 Broj,55 Broj,2.3 Broj,-62 Broj,65.52 km,0.2 km,5880 Broj,205 Broj,10171 Broj,94.4 %,5580 Broj,51.8 %,4 Broj,0.1 Broj,58.6 %,37.9 %
22,Apatin,Zapadnobacka oblast,Apatin,Zapadnobačka oblast,2013,380 km2,4657.16 ha,12.3 %,5 Broj,75 Broj,10772 Broj,28315 Broj,13824 Broj,14491 Broj,0.95 Odnos,1.05 Odnos,1621 Broj,5.7 %,2120 Broj,7.5 %,1164 Broj,4.1 %,23728 Broj,83.8 %,4800 Broj,17 %,19218 Broj,67.9 %,5954 Broj,21 %,5356 Broj,18.9 %,43.7 Broj,148.3 Indeks,225 Broj,7.95 ‰,480 Broj,16.95 ‰,2 Broj,8.9 ‰,-255 Broj,-9.01 ‰,46.88 Indeks,1.38 Koeficijent,69.6 Broj,77.7 Broj,47.3 Broj,19.5 Broj,27.9 Broj,138 Broj,56 Broj,2.5 Broj,-45 Broj,71.68 km,0.2 km,6003 Broj,212 Broj,10175 Broj,94.5 %,5580 Broj,51.8 %,0 Broj,0 Broj,58.6 %,37.9 %
23,Apatin,Zapadnobacka oblast,Apatin,Zapadnobačka oblast,2014,380 km2,4686.64 ha,12.3 %,5 Broj,74 Broj,10772 Broj,28002 Broj,13658 Broj,14344 Broj,0.95 Odnos,1.05 Odnos,1583 Broj,5.7 %,2117 Broj,7.6 %,1096 Broj,3.9 %,23511 Broj,84 %,4628 Broj,16.5 %,18835 Broj,67.3 %,5864 Broj,20.9 %,5467 Broj,19.5 %,43.91 Broj,152.9 Indeks,216 Broj,7.71 ‰,448 Broj,16 ‰,3 Broj,13.9 ‰,-232 Broj,-8.29 ‰,48.21 Indeks,1.33 Koeficijent,69.8 Broj,76.8 Broj,48.7 Broj,19.6 Broj,29 Broj,152 Broj,45 Broj,3.4 Broj,-93 Broj,71.68 km,0.2 km,6012 Broj,215 Broj,10176 Broj,94.5 %,5580 Broj,51.8 %,19 Broj,0.7 Broj,58.6 %,37.9 %
24,Apatin,Zapadnobacka oblast,Apatin,Zapadnobačka oblast,2015,380 km2,4686.64 ha,12.3 %,5 Broj,73 Broj,10772 Broj,27688 Broj,13516 Broj,14172 Broj,0.95 Odnos,1.05 Odnos,1553 Broj,5.6 %,2095 Broj,7.6 %,1053 Broj,3.8 %,23265 Broj,84 %,4510 Broj,16.3 %,18479 Broj,66.7 %,5749 Broj,20.8 %,5561 Broj,20.1 %,44.09 Broj,157.1 Indeks,230 Broj,8.31 ‰,477 Broj,17.23 ‰,2 Broj,8.7 ‰,-247 Broj,-8.92 ‰,48.22 Indeks,1.48 Koeficijent,70.1 Broj,76.1 Broj,49.8 Broj,19.7 Broj,30.1 Broj,127 Broj,52 Broj,2.4 Broj,-56 Broj,71.68 km,0.2 km,6134 Broj,222 Broj,10176 Broj,94.5 %,5580 Broj,51.8 %,5 Broj,0.2 Broj,58.6 %,37.9 %
